,track,album,artist,popularity,featured,release_date,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
340,Mitsubachi,Mitsubachi,Mili,36,Mili,2019-10-04,3lIkIykzGRhDAmg536iXuC,0.719,0.73,5,-8.628,0,0.0489,0.00762,0.0852,0.464,147.911,178127,4
341,With a Billion Worldful of <3,Millennium Mother,Mili,35,DE DE MOUSE,2018-04-25,1iOHtZpeycLcK5AyaSMcwV,0.456,0.678,10,-6.417,0,0.0414,2.05e-05,0.0812,0.323,150.217,205480,4
342,My Creator,My Creator,Mili,34,Mili,2022-02-26,5iYe1VSmOWbEGo6Oyy31ii,0.259,0.485,11,-7.105,1,0.0346,0.00918,0.176,0.227,81.162,192640,3
343,TOKYO NEON - Key Ingredient ver.,Key Ingredient,Mili,32,Mili,2022-06-03,2YYxD0a8Ss4TrKaSnNx7WV,0.491,0.285,11,-12.174,1,0.0387,6.08e-05,0.0937,0.558,92.446,253024,4
344,雨と体液と匂い,雨と体液と匂い,Mili,35,Mili,2020-06-10,1ouz5gvh7XQm0Ryj7OwKZ1,0.689,0.488,3,-8.972,1,0.0296,0.00532,0.103,0.3,127.977,299000,4
345,Mirror Mirror,Millennium Mother,Mili,34,Mili,2018-04-25,62A9O04etYcSU93mlbEgx7,0.756,0.74,4,-5.788,0,0.0336,0.00074,0.101,0.629,119.988,194173,4
346,Though Our Paths May Diverge (Goblin Slayer Episode Seven inserted song),Rightfully (TV Animation Goblin Slayer opening),Mili,34,Mili,2018-12-05,3bQQKyBQW6owZQqowvdSa1,0.109,0.24,1,-12.274,0,0.0355,0.00316,0.0907,0.0521,166.383,198767,4
347,Rubber Human - Key Ingredient ver.,Key Ingredient,Mili,32,Mili,2022-06-03,7BkcYnj2j8xBtGuaVYw7V4,0.846,0.333,11,-14.959,1,0.068,0.0,0.0738,0.494,129.963,147573,4
348,Nine Point Eight,Mag Mell,Mili,35,Mili,2014-09-24,3Ue79QtEfx0xECmXb28LeK,0.429,0.704,2,-6.803,1,0.0373,3.17e-05,0.125,0.554,82.025,190610,4
349,Mushrooms,Millennium Mother,Mili,33,Mili,2018-04-25,6WNsXkb1s8TvE2qN4V1wo1,0.573,0.601,1,-7.539,1,0.0367,0.0,0.0688,0.336,155.915,225053,4
350,Little Prince (feat. NIKI),Amen,Rich Brian,51,NIKI,2018-02-02,3jKJnHixssQxdCShjpirKQ,0.909,0.414,0,-7.337,1,0.0514,2.49e-05,0.109,0.761,139.963,172445,4
351,No More (feat. NIKI),Five Stars,Higher Brothers,41,NIKI,2019-02-22,7lxcmd6V6iFDgtw9urFsGB,0.75,0.651,10,-6.684,0,0.11,2.15e-06,0.0776,0.61,142.118,229859,4
352,New Tooth,New Tooth,Rich Brian,51,Rich Brian,2021-11-04,2cyD0OE6HQwSk2nmDcQx1O,0.788,0.678,4,-8.584,0,0.0386,0.233,0.141,0.39,120.019,220000,4
353,Sydney,Sydney,Rich Brian,48,Rich Brian,2021-03-16,3OzZSSRbdIr1Jojw1rHUB1,0.62,0.476,11,-12.759,0,0.0724,0.0,0.135,0.602,161.168,194240,4
354,DOA,1999,Rich Brian,47,Rich Brian,2020-08-24,1nTvyaoTiHhsAiEMaWk2Ik,0.603,0.611,0,-7.787,0,0.0478,0.0,0.109,0.317,86.001,161163,4
355,Don't Care,Don't Care,Rich Brian,44,Rich Brian,2020-08-18,5ikdrhBackb0NBru3psf0o,0.642,0.569,1,-9.38,1,0.0476,0.0,0.105,0.194,140.095,164571,4
356,Love In My Pocket,Love In My Pocket,Rich Brian,43,Rich Brian,2020-07-09,4Ep8QJvoIyQdiMPT2dCORB,0.829,0.597,0,-7.962,0,0.0345,0.0,0.11,0.782,113.011,223093,4
357,BALI,BALI,Rich Brian,41,Guapdad 4000,2020-04-09,3lm8jJdsH8Gxs0qwKljoGb,0.864,0.642,5,-6.342,0,0.0514,0.0,0.22,0.622,129.995,199385,4
358,TITANIC (feat. Rich Brian),MIRRORS,Jackson Wang,54,Rich Brian,2019-10-25,6k6pPAqLxleqb3fbMtVjxe,0.894,0.748,11,-8.22,0,0.338,0.0,0.057,0.697,99.983,141147,4
359,Dat $tick,Dat $tick,Rich Brian,64,Rich Brian,2016-03-11,4bdJHQp90ymjEIkkYhcENB,0.923,0.508,1,-8.668,1,0.0468,1.21e-05,0.126,0.168,108.039,126667,4
360,Glow Like Dat,Glow Like Dat,Rich Brian,51,Rich Brian,2017-08-15,4Tulf6yVo59f2ofSi3YUqW,0.787,0.586,10,-9.64,1,0.0695,0.000311,0.118,0.581,140.036,210862,4
361,Rapapapa (feat. RZA),The Sailor,Rich Brian,51,RZA,2019-07-26,7sPoDigIbCWDS6AZmOhSRR,0.782,0.752,3,-4.622,0,0.214,0.0,0.114,0.504,126.936,247166,4
362,Drive Safe,The Sailor,Rich Brian,62,Rich Brian,2019-07-26,6eDfe957aV4sqGnDhlSikJ,0.635,0.312,7,-8.134,1,0.0265,0.0,0.138,0.414,98.017,240118,4
363,The Sailor,The Sailor,Rich Brian,47,Rich Brian,2019-07-26,4dV4G96hqT5qCU9v7JBCk2,0.455,0.566,11,-8.763,0,0.142,5.24e-05,0.696,0.393,119.935,220834,4
364,Yellow (feat. Bekon),The Sailor,Rich Brian,50,Bekon,2019-07-26,3PPAFAhNAvJYs74JnujgGq,0.447,0.53,0,-5.028,1,0.028,4.25e-05,0.351,0.0621,75.917,291870,4
365,100 Degrees,The Sailor,Rich Brian,61,Rich Brian,2019-07-26,2ZDpSQfBdgkooeXw6oj3Uz,0.756,0.648,0,-5.287,1,0.0731,0.0,0.515,0.657,80.979,166146,4
366,Who That Be,Who That Be,Rich Brian,49,Rich Brian,2016-08-09,1XSvndyw6uqVW1ekRZsJUp,0.959,0.47,0,-11.53,1,0.166,0.0,0.0806,0.964,129.995,134880,4
367,Kids,The Sailor,Rich Brian,47,Rich Brian,2019-07-26,5zXK1z8U96zU3tZlFFXYdH,0.635,0.694,1,-3.549,1,0.159,0.0,0.141,0.398,85.809,270131,4
368,Attention (feat. Offset),Amen,Rich Brian,50,Offset,2018-02-02,16wWFYS9S4hKBk2Ofj3Ss6,0.884,0.547,11,-7.492,1,0.387,0.0,0.124,0.425,158.019,170200,4
369,Slow Down Turbo,The Sailor,Rich Brian,47,Rich Brian,2019-07-26,5cdmj1cvGZovYsd8nSjtsF,0.389,0.518,7,-7.679,0,0.12,0.0688,0.182,0.0392,78.114,239715,4
370,Confetti,The Sailor,Rich Brian,44,Rich Brian,2019-07-26,2Wpf66d6S1qZO4Mt39PvEz,0.77,0.762,1,-4.298,1,0.118,0.0,0.0809,0.326,141.052,172023,4
371,Curious,The Sailor,Rich Brian,50,Rich Brian,2019-07-26,1nbS9XTgYPM9dONkXtDECB,0.817,0.433,6,-7.26,1,0.0501,1.52e-06,0.106,0.9,111.059,225499,4
372,Vacant,The Sailor,Rich Brian,43,Rich Brian,2019-07-26,1M86gMpkoaXg83hOdGGhCw,0.573,0.483,0,-9.313,0,0.141,6.92e-06,0.266,0.301,192.101,152521,4
373,No Worries,The Sailor,Rich Brian,43,Rich Brian,2019-07-26,5ygNO0E9Nido0T6oJ8WqDU,0.563,0.58,10,-8.226,1,0.0836,0.0,0.134,0.14,79.194,163353,4
374,Introvert (feat. Joji),Amen,Rich Brian,62,Joji,2018-02-02,3qbqWUDl9j09PeBaQ6CZgr,0.836,0.686,1,-4.673,1,0.0413,0.00231,0.0681,0.632,110.029,222259,4
375,Cold,Amen,Rich Brian,53,Rich Brian,2018-02-02,0nKpHGrnuejevp6openGaF,0.648,0.734,0,-6.289,1,0.298,0.0,0.0938,0.196,167.044,228433,4
376,Gospel,Gospel,Rich Brian,64,XXXTENTACION,2017-05-12,2PqSNVmiEQpFkLoNPoDfwI,0.681,0.659,9,-6.405,1,0.268,8.17e-06,0.11,0.225,156.004,173294,4
377,Where Does The Time Go (feat. Joji),The Sailor,Rich Brian,57,Joji,2019-07-26,0D7EgPJwNzBTSej80OveHZ,0.642,0.553,2,-6.573,1,0.0265,9.79e-06,0.112,0.129,139.925,251289,4
378,Seventeen,Seventeen,Rich Brian,41,Rich Brian,2016-12-21,5Mbz3t8k16WjlDkmXBxmlf,0.8,0.392,11,-15.392,1,0.358,1.66e-05,0.448,0.285,144.999,163931,4
379,watch out!,watch out!,Rich Brian,41,Rich Brian,2018-04-04,4DGmoB9LuGlOY91jFugBYU,0.865,0.686,1,-8.812,1,0.275,0.000112,0.327,0.385,160.019,156000,4
380,Crisis (feat. 21 Savage),Crisis (feat. 21 Savage),Rich Brian,46,21 Savage,2017-11-10,60KSdUUY3dtPOFpvTf0wNm,0.898,0.671,11,-5.939,0,0.228,4.95e-05,0.119,0.668,144.989,216190,4
381,Chaos,Chaos,Rich Brian,43,Rich Brian,2017-10-05,2CvcVMkyBhXHD9d0QIpw4X,0.809,0.581,10,-8.294,0,0.195,0.000513,0.345,0.369,149.949,132038,4
382,Trespass,Amen,Rich Brian,43,Rich Brian,2018-02-02,3oYIm3GyXki3zEX6It90Wi,0.823,0.798,0,-5.444,1,0.172,0.013,0.404,0.384,140.062,179181,4
383,Little Prince (feat. NIKI),Amen,Rich Brian,51,NIKI,2018-02-02,3jKJnHixssQxdCShjpirKQ,0.909,0.414,0,-7.337,1,0.0514,2.49e-05,0.109,0.761,139.963,172445,4
384,See Me,Amen,Rich Brian,47,Rich Brian,2018-02-02,17I8HJ0rI760NXwve92rpO,0.854,0.578,5,-8.824,1,0.0889,1.1e-06,0.0844,0.306,137.025,212472,4
385,Amen,Amen,Rich Brian,45,Rich Brian,2018-02-02,4gAakyurZ4cbgnPyTuswp7,0.918,0.684,11,-9.208,0,0.285,3.16e-06,0.0907,0.774,140.077,116710,4
386,Flight,Amen,Rich Brian,44,Rich Brian,2018-02-02,2vyEkiHFDjWW19k0h3uvFv,0.77,0.564,0,-5.615,1,0.0421,0.00306,0.103,0.348,97.35,177463,4
387,Occupied,Amen,Rich Brian,43,Rich Brian,2018-02-02,7tCtApWNvLIIlplk3NieWx,0.819,0.823,11,-7.491,1,0.132,0.000422,0.0676,0.805,82.5,161804,4
388,Arizona (feat. AUGUST 08),Amen,Rich Brian,44,AUGUST 08,2018-02-02,3q0UN40vV6mI7TT560Ry5l,0.651,0.526,8,-10.886,1,0.356,0.0,0.386,0.509,95.049,292381,4
389,Can't Stop This Party,Can't Stop This Party,Seori,45,Seori,2022-03-22,1FP2jE6moLiHoNUaWTUyJc,0.729,0.409,10,-9.643,0,0.137,0.00125,0.2,0.37,87.975,222849,4
390,긴 밤 (feat. GIRIBOY),긴 밤 (feat. GIRIBOY),Seori,58,GIRIBOY,2021-06-10,5YAO57ujV1cs5eubzyOL1E,0.722,0.514,1,-5.709,0,0.0487,0.0,0.3,0.59,129.997,210853,4
391,Dive with you (feat. eaJ),Dive with you (feat. eaJ),Seori,60,eaJ,2021-08-22,5RqwjQWDwxQ3HTkOfXTrS6,0.724,0.675,0,-6.487,1,0.148,0.000232,0.0852,0.544,94.027,218240,4
392,Lovers In The Night,Lovers In The Night,Seori,61,Seori,2021-03-18,2dX2W20qzwqM6G910woDKo,0.776,0.785,9,-4.085,0,0.058,0.000807,0.169,0.5,98.036,210547,4
393,Running Through The Night,?depacse ohw,Seori,59,Seori,2020-05-12,3UZ46DvXvB2R7sBUZornlv,0.644,0.532,0,-6.541,1,0.0562,0.0,0.266,0.64,92.039,217533,4
394,Wicked,Remarriage and Desires (Original Soundtrack from The Netflix Series),Seori,51,Seori,2022-07-15,3B4u3uZGm7PCfhc18oTi1J,0.69,0.32,4,-6.037,0,0.0273,1.2e-05,0.104,0.43,99.997,194739,4
395,Trigger,Trigger,Seori,49,Seori,2020-12-16,5PtWJLo7A2G5ZROZJxLXSY,0.792,0.505,5,-5.966,0,0.0619,0.000531,0.121,0.453,150.057,200000,4
396,Who Escaped?,?depacse ohw,Seori,44,Seori,2020-05-12,4YEUL0JWPpHsAek1w6HrX7,0.616,0.492,9,-5.402,1,0.0782,0.000164,0.389,0.204,95.14,80973,4
397,Hairdryer,?depacse ohw,Seori,41,Seori,2020-05-12,3Pcc8lL4JEXtKvyCfh3bsB,0.465,0.391,2,-8.574,1,0.285,0.0,0.0918,0.175,171.238,184560,5
398,Really High,?depacse ohw,Seori,43,Seori,2020-05-12,7EXHK5NtyxsOeVGBA42peN,0.753,0.708,9,-3.788,1,0.0788,0.0,0.0922,0.61,136.991,202107,4
399,Fairy Tale,?depacse ohw,Seori,51,Seori,2020-05-12,02bKxwW9XY9LElj0TqDK6S,0.445,0.456,6,-8.05,0,0.302,0.000178,0.179,0.13,189.96,217947,3
400,I Wanna Cry,?depacse ohw,Seori,50,Seori,2020-05-12,3OGExdeVdTQ8pe7rZiqkDs,0.518,0.253,4,-10.365,0,0.0838,0.0,0.32,0.125,138.321,195093,4
401,Beautiful Night,Seoul Check-in OST Part 5,Seori,45,Seori,2022-05-07,6w5I5eJCuNSNa3FdEq4sfs,0.657,0.663,9,-3.79,1,0.0231,1.57e-05,0.196,0.598,100.012,200460,4
402,I Love You 3000,I Love You 3000,Stephanie Poetri,69,Stephanie Poetri,2019-06-03,3znQ9i61vfe2E7URHlOiyc,0.648,0.382,6,-7.85,1,0.0396,0,0.393,0.408,90.099,209734,4
403,Bad Haircut (feat. JVKE),oh to be in love,Stephanie Poetri,55,JVKE,2022-03-18,0b8HcbULuUTZI07s1q7o4K,0.629,0.43,10,-10.55,1,0.0324,1.57e-05,0.117,0.451,76.983,222167,4
404,Breakfast in Bed,Breakfast in Bed,Stephanie Poetri,51,gnash,2022-10-28,3c5sWNPKG69X0JcGUgbBOj,0.768,0.501,2,-10.819,1,0.0884,3.55e-05,0.17,0.828,120.129,163642,4
405,Do You Love Me,Do You Love Me,Stephanie Poetri,48,Stephanie Poetri,2020-02-14,1rbjic9uKr1p6nxnjLDHN6,0.691,0.572,0,-7.745,1,0.0652,6.34e-06,0.168,0.697,102.018,144383,4
406,Picture Myself,Picture Myself,Stephanie Poetri,43,Stephanie Poetri,2022-01-13,3QWIMcT8jEbBaGAXZDRmel,0.674,0.343,10,-7.059,0,0.0286,1.15e-05,0.124,0.292,146.019,211337,4
407,Selfish,Selfish,Stephanie Poetri,40,Stephanie Poetri,2020-12-01,4U8z0N3ELIhn9gys3u4ahp,0.622,0.529,7,-7.67,1,0.0849,9.89e-05,0.165,0.683,82.324,146728,4
408,Honeymoon,oh to be in love,Stephanie Poetri,37,Stephanie Poetri,2022-03-18,2zU8TdrMkIftweedAK7AG5,0.694,0.575,7,-8.308,1,0.0341,0.000407,0.123,0.31,116.958,189791,4
409,3PM,AM:PM,Stephanie Poetri,33,Stephanie Poetri,2021-03-12,1o5TMGhTM1EXtvnFghWLUs,0.698,0.44,9,-5.878,0,0.037,2.42e-06,0.134,0.586,80.067,196256,4
410,Straight To You,Straight To You,Stephanie Poetri,35,Stephanie Poetri,2020-04-24,58bpEULoDFAMC9CBuRKYaA,0.66,0.642,11,-6.641,0,0.0474,3.22e-06,0.0747,0.401,90.014,165142,4
411,Touch,Do You Love Me,Stephanie Poetri,34,Stephanie Poetri,2020-02-14,3tDY9KeyLoXKd956CwzPTN,0.839,0.342,0,-11.277,1,0.236,0,0.101,0.715,92.455,174006,4
412,Please Don't Die Before I Do,oh to be in love,Stephanie Poetri,28,Stephanie Poetri,2022-03-18,6lnu1x2ePMcCwH8KhAORud,0.42,0.216,2,-10.425,1,0.0374,3.15e-05,0.0798,0.437,81.613,128468,4
413,IRL,IRL,Stephanie Poetri,29,Stephanie Poetri,2021-02-11,2hTm4MljABGm013AzKCxN6,0.661,0.661,9,-6.678,1,0.0358,0,0.0896,0.548,93.043,198710,4
414,Matamu - Acoustic,AM:PM (Acoustic),Stephanie Poetri,31,Stephanie Poetri,2021-09-28,1pKQ0oGgU8rzj4wZ300bnm,0.627,0.373,3,-5.956,1,0.0313,0,0.147,0.558,114.908,225440,3
415,How We Used To,How We Used To,Stephanie Poetri,29,Stephanie Poetri,2021-01-14,2xzt45z07PZTskSOBNWlpp,0.721,0.49,0,-7.922,1,0.0414,0.0012,0.108,0.502,75.005,169656,4
416,Little Lifetimes,oh to be in love,Stephanie Poetri,28,Stephanie Poetri,2022-03-18,2NnllAqabv312ZRGE2lL5d,0.352,0.35,5,-6.439,0,0.0377,0,0.113,0.376,91.525,158769,3
417,Appreciate - English Version,Appreciate (English Version),Stephanie Poetri,31,Stephanie Poetri,2019-04-19,7fvr9JMI9DCuty3882lZ9t,0.664,0.831,0,-4.39,1,0.0765,4.16e-06,0.123,0.388,119.991,235627,4
418,Daydreaming,AM:PM,Stephanie Poetri,25,Stephanie Poetri,2021-03-12,67qaGgva6F3rMU4KWHQpv1,0.758,0.584,10,-6.247,1,0.0872,0,0.18,0.631,109.949,170182,4
419,Paranoia,AM:PM,Stephanie Poetri,25,Stephanie Poetri,2021-03-12,2HwoBZlDBobCAyRtV9KyUh,0.614,0.42,6,-6.953,0,0.053,5.43e-05,0.212,0.336,150.054,176081,4
420,BOY OF THE YEAR,BOY OF THE YEAR,Warren Hue,48,Warren Hue,2022-07-29,0ILMJs4jLsxUtZbtqxx9We,0.413,0.476,3,-7.014,1,0.0269,0.000105,0.552,0.149,79.96,212873,4
421,BOTYFREESTYLE#1,BOY OF THE YEAR,Warren Hue,39,Warren Hue,2022-07-29,5urLHkxDBRUtgrIpLhU564,0.726,0.713,0,-5.103,1,0.281,0.0,0.337,0.866,165.017,65620,4
422,I$$EY,BOY OF THE YEAR,Warren Hue,41,Warren Hue,2022-07-29,5T0hgsHKITWOx826JrBkRM,0.893,0.728,1,-6.893,1,0.323,2.09e-06,0.117,0.588,140.082,118111,4
423,OK WORD!,BOY OF THE YEAR,Warren Hue,41,Warren Hue,2022-07-29,7Azf4U4EDazpJaPcblrdC9,0.714,0.594,0,-5.731,1,0.0333,0.0,0.0981,0.452,109.97,215255,4
424,WEST,WEST,Warren Hue,43,Warren Hue,2021-10-29,7LiXlY6Fhueht9ME6oLzWN,0.628,0.585,3,-7.539,0,0.0723,0.0,0.154,0.704,74.999,169600,4
425,WEST,WEST,Warren Hue,13,Warren Hue,2021-10-28,4sUd3mWXMgVeGoG6Da4dFy,0.628,0.666,3,-4.922,0,0.08,0.0,0.17,0.688,75.036,169600,4
426,"I NEED U, IN THE SUMMERTIME","I NEED U, IN THE SUMMERTIME",Warren Hue,49,Chasu,2020-08-08,5NqIHUcwfBDpc1rgTxKvyG,0.723,0.851,0,-3.666,0,0.0559,0.0,0.0736,0.984,150.026,158076,4
427,omomo punk,omomo punk,Warren Hue,52,Warren Hue,2021-03-30,5ybZNG4saSghgCiTP2GUKe,0.575,0.701,11,-8.448,0,0.0514,0.0,0.139,0.324,173.972,193107,4
428,Star in Love,Star in Love,Warren Hue,44,Warren Hue,2020-06-19,494CFV6Lz7SpOr6AeGriAV,0.767,0.759,1,-3.722,0,0.0824,0.0,0.167,0.56,140.006,208393,4
429,WHY IS MY WIFI SLOW?,WHY IS MY WIFI SLOW?,Warren Hue,24,Warren Hue,2019-03-15,5Iz235YbxRjdrsTiWvRI58,0.792,0.457,11,-14.631,0,0.438,0.0,0.0712,0.429,185.965,157013,4
430,YELLOW,YELLOW,Warren Hue,31,Warren Hue,2018-08-29,4n9l8t0zACBuzh9wjW08CZ,0.762,0.295,10,-16.249,0,0.117,0.00531,0.234,0.237,139.921,136671,4
431,blue jeans,blue jeans,Warren Hue,27,Erika,2019-11-08,1OrZYFyuBeU4vwpDc9gQgT,0.805,0.556,2,-9.103,1,0.123,0.0,0.439,0.707,130.009,206682,4
432,candy choppa,candy choppa,Warren Hue,28,Chasu,2019-11-29,3qKgefxdU1fykB18P0W5Hr,0.939,0.48,5,-8.162,0,0.198,0.0,0.119,0.849,119.975,147500,4
433,Beyoncé,Beyoncé,Warren Hue,27,Warren Hue,2019-07-24,4R4kwRt7eQyF1Las2FIEsa,0.731,0.37,4,-5.505,0,0.107,0.000149,0.0846,0.23,164.047,212012,4
434,Charged!,Charged!,Warren Hue,0,Warren Hue,2021-04-16,2wXfOBjmMGKz4ofYQZxJa7,0.803,0.749,9,-6.182,0,0.0545,0.00262,0.108,0.663,117.964,135587,4
435,omomo punk,omomo punk,Warren Hue,12,Warren Hue,2021-03-29,3iRnfsnYmaCE6jDC2nSGeR,0.572,0.676,11,-8.975,0,0.0612,1.22e-06,0.172,0.385,173.983,193107,4
436,do u miss me?,SUGARTOWN,Warren Hue,34,Chasu,2019-12-13,3J5fAKjThxep1NjaxRyDhT,0.83,0.539,1,-9.464,0,0.0375,0.0,0.106,0.537,135.969,173051,4
437,blue jeans,SUGARTOWN,Warren Hue,42,Erika,2019-12-13,0FZDkZbyB4ZqFfLAiahoDz,0.805,0.556,2,-9.103,1,0.123,0.0,0.439,0.707,130.009,206682,4
438,sugarbaby,SUGARTOWN,Warren Hue,37,Chasu,2019-12-13,4TZQ6GyF99jFYjeAPAHYiO,0.824,0.494,1,-10.46,1,0.189,1.3e-06,0.355,0.256,100.054,226800,4
439,head over heels,SUGARTOWN,Warren Hue,32,Chasu,2019-12-13,2VQpfbvL4hyd9NE0Nw3MWP,0.866,0.466,8,-11.722,1,0.0475,0.0,0.106,0.756,110.03,184909,4
440,candy choppa,SUGARTOWN,Warren Hue,51,Chasu,2019-12-13,0afkEmqKAiVYI6aMsNhkR6,0.939,0.48,5,-8.162,0,0.198,0.0,0.119,0.849,119.975,147500,4
441,bye bye sugartown,SUGARTOWN,Warren Hue,32,Chasu,2019-12-13,0307GCpRkJm7rIVDe7ie5E,0.706,0.461,7,-10.538,1,0.116,0.0,0.0947,0.348,136.019,267353,4
442,no violence!,SUGARTOWN,Warren Hue,28,A. Nayaka,2019-12-13,1BE0ynt2xvHyhZu38Pn5pJ,0.685,0.44,6,-12.157,0,0.404,0.0,0.106,0.299,97.472,246480,4
443,lollipop thug,SUGARTOWN,Warren Hue,29,Rafkyboy,2019-12-13,13vS5OU07nQ7xlaqFy4Nnc,0.797,0.53,9,-11.636,0,0.407,0.0,0.0872,0.665,159.962,164094,4
444,458 gummy st.,SUGARTOWN,Warren Hue,32,Chasu,2019-12-13,68B9C88nDiFc88pnjlTctm,0.862,0.76,4,-7.772,0,0.183,0.0,0.0792,0.448,150.05,183200,4
445,pluto,SUGARTOWN,Warren Hue,31,Ill Addicts,2019-12-13,1eXSRGiGMGThTcqIp9la39,0.882,0.631,11,-9.783,0,0.208,0.0,0.0704,0.84,140.028,162000,4
446,Getcho Mans,Brightside,Rich Brian,55,Warren Hue,2022-01-20,10b0n4KwuRyNteJ9WNjrdj,0.641,0.638,1,-9.975,1,0.214,1.26e-05,0.22,0.313,174.929,211307,4
447,RUNAWAY W ME,RUNAWAY W ME,Warren Hue,41,Warren Hue,2022-02-04,7pzfaLBUK9WvVT2ageCLZ5,0.651,0.677,4,-7.769,1,0.138,0.0,0.247,0.324,129.923,181840,4
448,W (with yvngxchris),W (with yvngxchris),Warren Hue,38,yvngxchris,2022-03-25,4pFkivUXTiGcEQS4dfcVc6,0.719,0.504,6,-6.449,1,0.422,0.0,0.215,0.493,164.926,151446,4
449,HANDSOME,HANDSOME,Warren Hue,38,Warren Hue,2022-06-24,79deaUtPDHb03XPGbw9vkn,0.762,0.686,10,-6.113,0,0.176,0.0,0.0846,0.385,89.992,126962,4
450,CHORDS AND PRESSURES,BOY OF THE YEAR,Warren Hue,37,Warren Hue,2022-07-29,14Dh2Seao6vp5MON5cCA2N,0.316,0.379,0,-6.402,1,0.0467,0.0,0.0727,0.345,69.489,104219,4
451,THIRTYNINE,BOY OF THE YEAR,Warren Hue,39,Warren Hue,2022-07-29,2qr71lIuzyme9oVwYngfyM,0.587,0.645,7,-5.13,1,0.134,0.0,0.17,0.708,95.061,104985,4
452,IN MY BAG (with tobi lou),BOY OF THE YEAR,Warren Hue,54,tobi lou,2022-07-29,3Vdu1sTIUi45NZvguJDmhk,0.705,0.731,3,-4.769,1,0.043,0.0,0.278,0.893,75.504,219676,4
453,HANDSOME,BOY OF THE YEAR,Warren Hue,45,Warren Hue,2022-07-29,58z1hY9hrwliXRIvQe8UOX,0.762,0.686,10,-6.113,0,0.176,0.0,0.0846,0.385,89.992,126962,4
454,W (with yvngxchris),BOY OF THE YEAR,Warren Hue,39,yvngxchris,2022-07-29,4U2BfAHYdfDG25XL9eG0BO,0.719,0.504,6,-6.449,1,0.422,0.0,0.215,0.493,164.926,151446,4
455,DEMOSTAR BEENLIT,BOY OF THE YEAR,Warren Hue,39,Warren Hue,2022-07-29,647TFpvzp7uPAAvOfetag9,0.779,0.871,1,-5.406,1,0.29,2.74e-06,0.0995,0.532,162.055,126043,4
456,RUNAWAY W ME,BOY OF THE YEAR,Warren Hue,42,Warren Hue,2022-07-29,3EXg5PZgK1dwZyzqLp9qES,0.651,0.677,4,-7.769,1,0.138,0.0,0.247,0.324,129.923,181840,4
457,JADE,BOY OF THE YEAR,Warren Hue,42,Warren Hue,2022-07-29,0Tolzy4HYGNprY18SHgeUe,0.598,0.824,11,-5.453,1,0.0726,0.000631,0.386,0.591,88.025,214795,4
